户型,面积,楼层,总楼层,走向
2室1厅,105.98,高层,6,南北向
2室2厅,93.66,低层,33,南北向
2室1厅,110.05,低层,22,南北向
3室2厅,138.81,低层,17,南北向
3室2厅,142.92,中层,11,南北向
2室2厅,115.11,低层,7,南北向
1室1厅,39.56,中层,8,南向
1室1厅,49.01,低层,10,西向
3室2厅,117.99,中层,5,南北向
2室1厅,101.45,高层,32,南北向
2室1厅,104.95,高层,6,南北向
2室1厅,71.34,低层,7,东西向
1室1厅,49.2,中层,10,东向
1室1厅,38.0,高层,7,东南向
2室1厅,68.63,中层,14,南向
1室1厅,34.86,高层,6,西向
2室1厅,113.83,高层,11,南向
2室1厅,55.05,中层,8,北向
1室1厅,50.38,低层,10,南向
1室2厅,77.82,低层,33,南向
2室1厅,73.58,中层,7,东向
2室1厅,87.75,低层,33,南北向
3室1厅,146.48,中层,28,南北向
2室1厅,106.72,中层,6,南北向
4室2厅,173.65,中层,28,南北向
1室1厅,57.99,高层,30,北向
2室1厅,86.5,低层,11,南北向
2室1厅,54.47,高层,8,南北向
1室1厅,25.62,中层,7,东南向
2室1厅,55.8,高层,5,南北向
2室1厅,95.99,高层,33,南北向
2室1厅,73.87,高层,8,西向
1室1厅,50.66,中层,10,南向
2室1厅,55.63,高层,7,南北向
2室1厅,62.11,高层,6,东西向
1室1厅,37.0,中层,6,东南向
2室1厅,82.95,低层,6,南北向
1室1厅,48.71,低层,10,东向
1室1厅,51.74,低层,30,东南向
1室1厅,55.92,中层,14,北向
1室1厅,62.95,高层,21,东南向
1室1厅,60.09,中层,21,东向
3室2厅,165.4,高层,28,南北向
1室1厅,36.86,高层,6,南向
3室2厅,264.21,低层,33,西北向
2室1厅,68.47,中层,7,东南向
1室1厅,39.58,高层,7,西向
2室2厅,99.88,高层,6,南北向
1室1厅,38.57,中层,8,东向
2室1厅,95.19,中层,7,南北向
2室1厅,87.45,高层,10,南北向
1室1厅,62.95,高层,21,西向
2室1厅,36.84,低层,6,南北向
2室1厅,70.79,低层,10,南北向
2室1厅,122.2,高层,18,南北向
1室1厅,36.8,低层,7,南向
2室1厅,49.48,中层,10,北向
3室2厅,122.1,中层,11,南北向
4室2厅,173.34,中层,27,南北向
3室2厅,160.37,中层,6,南北向
1室1厅,38.57,低层,7,南向
2室1厅,65.77,高层,6,东西向
3室2厅,135.03,高层,11,南北向
2室1厅,38.31,中层,8,南北向
1室1厅,35.23,高层,8,西向
1室1厅,40.59,中层,7,西向
2室1厅,76.23,高层,6,南北向
3室2厅,146.31,高层,27,南北向
2室1厅,48.83,高层,10,南向
1室1厅,49.01,中层,10,西向
1室1厅,51.65,低层,14,南向
1室1厅,49.2,高层,10,南向
4室1厅,183.27,高层,18,南北向
2室1厅,78.91,低层,7,西北向
3室1厅,125.54,高层,6,南北向
4室2厅,173.34,高层,27,南北向
2室1厅,54.41,中层,8,东向
5室2厅,247.65,中层,17,南北向
1室1厅,50.88,中层,8,北向
2室1厅,38.02,中层,8,南北向
1室1厅,35.02,中层,6,南向
1室1厅,34.95,高层,8,西向
3室2厅,156.08,低层,8,南北向
1室1厅,34.93,中层,7,东向
2室2厅,88.63,中层,28,南北向
2室2厅,99.24,高层,6,南向
1室1厅,33.97,高层,7,东向
2室1厅,56.58,中层,7,西向
1室1厅,36.93,高层,8,东向
2室1厅,117.7,高层,12,南北向
1室1厅,49.01,高层,10,西向
1室1厅,23.55,中层,7,南向
2室1厅,59.42,中层,6,南北向
1室1厅,34.87,高层,7,西向
2室2厅,121.94,低层,12,南北向
1室1厅,48.71,低层,10,南向
2室1厅,81.23,高层,6,南北向
2室2厅,124.47,中层,15,东西向
3室1厅,122.27,低层,11,南北向
2室1厅,59.42,高层,6,南北向
1室1厅,50.66,低层,10,南向
2室1厅,113.83,中层,11,南北向
4室2厅,184.79,高层,22,南北向
1室1厅,40.88,低层,8,东向
1室1厅,33.97,高层,7,东向
2室1厅,65.1,高层,5,南向
1室1厅,49.07,中层,22,北向
1室1厅,49.01,中层,10,西向
3室1厅,98.19,中层,7,南北向
2室1厅,98.83,中层,5,南北向
2室1厅,59.8,高层,8,南北向
2室1厅,89.39,中层,28,南向
2室2厅,161.84,低层,18,东南向
2室1厅,49.85,中层,10,西向
2室1厅,70.07,低层,10,南北向
2室2厅,90.26,中层,25,南向
3室2厅,148.98,中层,7,南北向
2室1厅,110.66,低层,6,南北向
1室1厅,42.77,中层,7,东向
2室2厅,123.64,低层,7,东西向
1室1厅,35.92,中层,8,南向
4室1厅,183.27,高层,18,南北向
2室1厅,73.16,高层,7,南北向
1室1厅,90.08,中层,11,南向
3室2厅,101.95,高层,6,南北向
1室1厅,37.43,低层,8,南向
3室1厅,139.95,中层,7,南北向
4室2厅,225.87,高层,27,南北向
2室2厅,103.13,高层,30,南北向
2室1厅,34.2,高层,6,西北向
2室2厅,92.06,高层,33,南北向
2室1厅,52.1,高层,10,南北向
3室2厅,152.63,中层,11,南北向
2室1厅,116.03,高层,33,南北向
1室1厅,47.95,低层,7,南北向
3室1厅,99.79,高层,14,南北向
3室2厅,159.06,中层,5,南向
2室1厅,72.43,高层,7,南北向
1室1厅,34.93,中层,6,西向
2室1厅,49.66,中层,10,东向
4室2厅,255.22,低层,31,南北向
3室1厅,129.47,高层,11,南北向
1室1厅,49.2,中层,10,西向
1室1厅,26.75,高层,8,南向
1室1厅,58.83,中层,30,南向
2室1厅,89.81,中层,7,南北向
1室1厅,35.55,中层,7,南北向
2室2厅,101.2,高层,6,西北向
1室1厅,50.66,中层,10,南向
2室1厅,66.53,中层,6,东南向
1室1厅,34.59,中层,7,西向
2室1厅,52.1,高层,10,南北向
2室2厅,117.11,低层,12,南北向
1室1厅,34.87,中层,7,东向
2室1厅,59.34,中层,7,南北向
3室2厅,181.75,高层,11,南北向
3室2厅,126.76,中层,5,南北向
3室1厅,108.05,中层,25,南北向
3室1厅,190.98,中层,27,南北向
2室2厅,104.56,高层,11,南向
2室1厅,89.11,高层,27,南北向
1室1厅,58.09,中层,20,南向
1室1厅,60.09,中层,21,南向
3室2厅,146.71,中层,25,东南向
1室1厅,34.87,高层,7,西向
2室1厅,92.77,高层,7,南向
2室1厅,68.63,中层,14,南向
2室1厅,65.65,高层,7,南北向
4室3厅,193.87,高层,26,南向
2室2厅,90.83,中层,5,南北向
2室1厅,89.64,高层,24,南北向
4室2厅,212.26,中层,28,南北向
3室1厅,107.96,低层,10,南北向
1室1厅,34.87,低层,7,东向
3室2厅,155.48,高层,6,南北向
1室1厅,49.2,中层,10,东向
1室1厅,49.2,中层,10,东向
2室1厅,52.68,中层,5,南北向
2室1厅,48.83,高层,10,南向
1室1厅,34.07,高层,7,南向
2室1厅,104.41,低层,15,南向
2室1厅,38.0,高层,8,西向
2室1厅,73.87,高层,8,西向
2室1厅,70.16,低层,10,南北向
2室1厅,101.45,高层,32,西南向
2室1厅,102.43,低层,6,南北向
2室1厅,47.7,高层,6,东北向
2室2厅,91.87,中层,6,南北向
3室2厅,123.97,中层,6,南北向
3室2厅,164.4,低层,27,东南向
1室1厅,40.77,中层,7,南向
1室1厅,35.31,高层,6,北向
2室1厅,85.65,高层,18,南向
3室2厅,156.21,中层,33,南向
1室1厅,35.9,中层,8,西北向
2室1厅,49.2,中层,10,南向
2室2厅,127.51,高层,6,南北向
2室1厅,104.62,高层,6,南北向
2室1厅,43.14,中层,7,东西向
1室0厅,22.31,中层,7,西向
3室1厅,88.37,低层,10,东西向
1室1厅,35.19,高层,8,西向
2室1厅,88.44,中层,7,南北向
2室1厅,90.08,中层,11,南北向
3室1厅,96.73,中层,32,东南向
2室2厅,99.84,中层,7,南北向
2室1厅,117.61,高层,12,南北向
1室1厅,50.09,低层,20,南向
2室2厅,106.97,中层,11,南北向
3室2厅,132.17,高层,28,西南向
2室2厅,122.86,高层,18,南北向
2室1厅,124.29,中层,25,南北向
1室1厅,60.09,低层,21,北向
2室1厅,75.85,低层,7,南北向
2室1厅,90.08,中层,11,南北向
3室2厅,124.15,高层,25,西北向
2室1厅,44.78,顶层,5,南向
1室1厅,36.87,中层,8,东向
2室1厅,99.24,高层,6,南北向
2室1厅,55.35,中层,8,西向
2室1厅,88.05,低层,26,南向
1室1厅,53.58,高层,6,南向
2室1厅,49.35,中层,10,北向
1室1厅,25.53,中层,8,东向
3室2厅,141.37,中层,5,南北向
2室1厅,68.63,中层,14,南向
3室1厅,69.98,中层,5,南北向
2室1厅,65.48,低层,7,南北向
2室2厅,107.73,中层,12,南北向
1室1厅,49.2,中层,10,西向
2室1厅,89.74,低层,33,南向
1室1厅,36.11,中层,8,东向
3室2厅,118.76,低层,18,南北向
2室1厅,55.23,中层,14,北向
2室1厅,49.48,中层,10,北向
2室1厅,59.14,中层,8,南向
2室1厅,58.13,高层,5,南北向
1室1厅,51.65,中层,14,南向
2室2厅,105.95,高层,9,南北向
3室2厅,121.0,顶层,11,南北向
1室1厅,34.93,中层,7,西向
1室1厅,36.78,中层,7,南向
5室2厅,168.89,高层,6,南北向
3室2厅,90.0,高层,9,南向
2室1厅,87.0,高层,34,南北向
2室1厅,37.18,高层,6,南北向
2室1厅,70.38,高层,6,南北向
1室1厅,23.1,中层,7,南向
1室1厅,39.09,中层,6,西向
2室1厅,90.63,中层,24,南向
3室2厅,181.0,高层,31,南北向
2室1厅,110.05,低层,22,南北向
1室1厅,80.43,低层,7,南向
1室1厅,38.23,高层,7,南向
2室1厅,90.3,中层,27,南向
2室2厅,76.0,低层,9,南北向
2室1厅,108.52,低层,11,南北向
1室1厅,39.68,高层,7,南向
2室2厅,98.72,低层,32,南北向
2室1厅,92.61,中层,28,南向
2室1厅,90.41,低层,18,南北向
2室1厅,105.98,高层,6,南北向
2室1厅,94.08,高层,33,南北向
1室1厅,38.18,低层,7,南向
1室1厅,38.71,高层,6,西向
2室1厅,82.5,中层,9,南北向
2室1厅,42.76,高层,8,南向
3室2厅,122.41,低层,6,南北向
3室2厅,134.83,中层,5,南北向
2室2厅,108.0,顶层,19,南北向
3室2厅,184.88,高层,11,南北向
1室1厅,36.42,中层,8,东南向
1室1厅,38.87,高层,7,西向
3室1厅,156.21,中层,33,南北向
3室2厅,157.99,高层,10,南北向
2室1厅,54.62,中层,6,南向
2室1厅,52.98,高层,5,南北向
2室1厅,94.64,高层,6,南北向
2室1厅,50.56,中层,8,西向
1室1厅,58.09,低层,20,南向
3室1厅,122.53,高层,6,东南向
1室1厅,39.3,高层,7,南向
1室1厅,21.99,中层,6,东向
3室2厅,135.35,低层,18,南北向
1室1厅,48.66,中层,6,东向
2室2厅,92.18,高层,6,东西向
1室1厅,59.5,高层,18,东向
1室1厅,34.59,中层,7,东向
3室2厅,96.97,低层,26,南北向
2室1厅,57.46,低层,8,南北向
2室1厅,40.4,中层,8,南北向
3室2厅,161.12,低层,11,南北向
1室1厅,50.38,低层,10,南向
1室1厅,36.87,中层,8,东向
1室1厅,52.89,中层,32,西向
2室1厅,93.04,低层,6,南北向
1室1厅,50.25,高层,10,北向
1室1厅,50.24,低层,10,北向
1室1厅,23.11,中层,7,南向
1室1厅,35.11,中层,8,西向
2室2厅,88.81,中层,26,北向
3室2厅,168.82,低层,9,南北向
1室1厅,48.83,高层,10,南向
1室1厅,58.09,高层,20,南向
2室1厅,103.44,低层,32,南北向
3室2厅,133.44,高层,5,南北向
2室1厅,83.86,高层,6,东西向
2室2厅,108.37,低层,9,南北向
2室1厅,34.71,高层,6,南向
1室1厅,24.17,中层,8,东向
2室1厅,60.52,高层,7,南北向
2室1厅,91.87,中层,6,南北向
3室2厅,122.1,高层,11,南向
3室2厅,265.83,高层,15,南北向
3室2厅,141.87,高层,11,东南向
2室1厅,88.25,中层,18,南北向
2室2厅,94.64,高层,6,南北向
3室2厅,128.65,高层,6,南北向
4室2厅,258.07,中层,31,东南向
2室1厅,56.43,低层,8,东向
1室1厅,37.96,低层,7,东南向
2室2厅,96.69,高层,28,南向
1室1厅,48.71,低层,10,东向
2室2厅,106.59,高层,13,东西向
2室2厅,112.12,低层,7,西南向
2室2厅,123.19,高层,11,东南向
3室1厅,151.93,中层,25,南北向
2室1厅,70.07,低层,10,南北向
3室2厅,174.86,高层,18,南北向
2室2厅,88.63,中层,28,南北向
1室1厅,34.88,中层,8,西向
3室2厅,164.4,低层,27,南北向
3室2厅,137.26,中层,33,南北向
1室1厅,23.93,中层,8,南向
3室2厅,132.97,低层,10,南北向
2室1厅,107.96,中层,11,南北向
1室1厅,54.83,中层,8,东北向
1室1厅,62.95,低层,21,东向
3室2厅,146.01,中层,28,南北向
1室1厅,49.01,中层,10,南向
1室1厅,67.7,中层,30,南向
2室1厅,59.46,中层,7,南北向
2室1厅,99.24,高层,6,南北向
2室1厅,97.53,中层,29,南向
2室1厅,95.94,中层,6,南北向
3室2厅,140.63,高层,6,南北向
2室2厅,102.29,高层,30,南北向
2室1厅,62.42,高层,7,南北向
1室1厅,37.54,中层,8,西向
3室2厅,160.04,低层,26,东南向
1室1厅,36.93,中层,7,南向
1室1厅,61.32,高层,32,南向
1室1厅,48.71,低层,10,东向
2室1厅,38.09,低层,7,南北向
2室1厅,90.07,高层,18,南北向
4室2厅,173.34,中层,27,南北向
2室1厅,60.03,中层,7,南北向
1室1厅,55.92,中层,14,北向
1室1厅,34.59,高层,7,西向
3室2厅,89.93,低层,24,西北向
3室2厅,149.46,中层,6,南北向
1室1厅,32.24,中层,5,南向
2室1厅,108.48,中层,5,南北向
4室1厅,143.45,中层,6,东西向
1室1厅,53.2,高层,30,西向
2室1厅,99.1,低层,6,南北向
2室1厅,68.63,中层,14,南向
1室1厅,77.99,高层,26,南向
2室1厅,122.36,低层,12,南北向
2室2厅,100.87,中层,6,南北向
5室2厅,196.68,高层,4,南北向
2室2厅,119.39,高层,6,南北向
3室2厅,133.0,高层,28,南北向
2室2厅,89.69,中层,28,南北向
1室1厅,43.83,高层,7,南向
2室1厅,55.24,高层,8,西南向
2室1厅,105.04,中层,28,南向
2室2厅,113.83,低层,11,南北向
3室2厅,131.48,中层,28,南向
2室1厅,73.84,中层,7,南北向
2室1厅,92.79,中层,28,西南向
1室1厅,34.59,中层,7,东向
2室1厅,88.8,低层,27,东南向
2室1厅,49.2,高层,10,西向
2室1厅,77.82,高层,33,南向
1室1厅,51.65,低层,14,南向
1室1厅,36.24,低层,7,东向
1室1厅,50.88,中层,8,北向
2室2厅,113.83,低层,11,南北向
2室2厅,88.97,中层,5,南北向
1室1厅,53.0,低层,7,南北向
2室2厅,89.61,高层,6,南北向
2室2厅,103.0,高层,11,南北向
2室1厅,113.83,高层,11,南北向
2室1厅,103.76,低层,7,南北向
3室2厅,129.18,低层,11,南北向
3室2厅,103.15,高层,7,南北向
3室2厅,208.21,中层,27,南北向
2室1厅,60.37,高层,6,东南向
3室2厅,112.26,低层,6,南北向
3室2厅,137.26,高层,33,南北向
1室1厅,26.35,中层,7,东向
1室1厅,90.08,中层,11,南向
2室1厅,88.63,中层,28,南北向
2室1厅,89.06,中层,20,东南向
1室1厅,55.92,中层,14,北向
2室2厅,88.63,中层,28,南向
2室2厅,110.28,中层,7,西北向
2室1厅,117.7,高层,12,南北向
3室2厅,165.07,中层,5,南北向
1室1厅,48.7,中层,10,东向
3室2厅,114.96,中层,7,南北向
2室1厅,96.59,高层,33,南北向
2室2厅,117.73,中层,7,南北向
1室1厅,45.37,中层,7,西南向
2室2厅,110.66,高层,6,南北向
2室1厅,94.19,中层,25,南北向
2室1厅,108.86,高层,30,南北向
2室1厅,124.29,低层,25,南北向
1室1厅,49.2,中层,10,西向
3室2厅,139.18,高层,11,南北向
2室1厅,107.54,高层,25,南北向
3室1厅,89.05,中层,14,南北向
2室1厅,74.57,高层,9,南向
1室1厅,42.41,低层,33,北向
1室1厅,33.92,高层,8,南向
1室1厅,41.97,高层,6,南向
3室1厅,127.76,中层,11,南北向
2室1厅,56.08,中层,7,南北向
2室1厅,53.7,中层,8,西向
2室1厅,98.28,高层,7,南向
2室1厅,59.19,中层,6,南北向
1室1厅,49.2,高层,10,南向
2室1厅,89.39,中层,28,南北向
2室1厅,65.11,低层,6,南北向
1室1厅,34.59,高层,7,西向
4室2厅,164.98,中层,5,南北向
2室2厅,108.43,高层,9,南北向
2室1厅,63.94,高层,7,东南向
1室1厅,49.2,中层,10,东向
3室2厅,122.27,低层,25,南北向
1室1厅,38.64,中层,8,东向
2室1厅,89.74,中层,33,南向
2室1厅,99.09,中层,7,南北向
2室1厅,86.6,中层,34,南北向
2室2厅,137.9,低层,23,东南向
2室2厅,125.65,中层,15,南北向
3室1厅,127.57,低层,28,南北向
1室1厅,50.24,低层,10,北向
1室1厅,49.01,高层,10,南向
2室1厅,87.74,中层,27,南向
1室1厅,39.85,中层,8,西向
2室1厅,94.89,高层,18,南向
2室1厅,59.72,顶层,6,南北向
2室1厅,60.0,低层,6,南北向
2室1厅,59.61,低层,6,南北向
2室1厅,109.43,低层,11,南北向
4室3厅,177.01,高层,5,南北向
1室1厅,49.2,低层,10,南向
5室2厅,260.33,高层,23,南北向
1室1厅,38.19,中层,7,东向
1室1厅,53.46,高层,14,北向
2室2厅,72.87,高层,7,南北向
1室1厅,34.96,低层,7,东向
2室2厅,113.83,低层,11,南北向
1室1厅,35.9,中层,8,西北向
1室1厅,42.18,中层,6,西南向
1室1厅,48.71,高层,10,东向
2室1厅,107.54,高层,25,南北向
2室1厅,48.83,高层,10,南向
1室1厅,55.97,高层,6,南向
4室2厅,173.4,中层,26,南北向
2室1厅,55.4,高层,6,东向
3室2厅,112.51,低层,18,南北向
1室1厅,50.66,低层,10,南向
2室1厅,55.92,中层,14,北向
2室1厅,55.65,高层,7,南北向
1室1厅,43.96,低层,7,东向
1室1厅,37.54,中层,8,西向
2室1厅,85.89,低层,17,南北向
1室1厅,34.59,中层,7,西向
2室2厅,101.95,高层,6,南北向
1室1厅,33.75,低层,7,北向
1室1厅,39.56,高层,8,南向
1室1厅,24.17,中层,8,东向
2室2厅,103.73,高层,11,南北向
3室1厅,103.46,中层,6,南北向
3室1厅,152.01,中层,7,南北向
1室1厅,24.25,低层,8,北向
2室2厅,117.54,低层,10,南北向
1室1厅,48.55,中层,7,南北向
3室2厅,232.26,中层,31,南北向
1室1厅,77.99,高层,26,南北向
4室2厅,223.19,高层,6,南北向
1室1厅,51.65,低层,14,南向
1室1厅,48.7,中层,10,南向
2室1厅,89.01,低层,33,南向
2室1厅,53.47,高层,7,南向
4室1厅,205.75,高层,11,南北向
1室1厅,54.01,高层,30,北向
2室1厅,88.25,高层,18,南北向
1室1厅,38.64,高层,8,东向
3室2厅,146.73,低层,22,南北向
1室1厅,34.86,中层,6,西向
2室1厅,70.88,低层,28,南向
2室1厅,82.48,高层,7,南北向
2室1厅,110.0,低层,7,南北向
2室1厅,62.32,中层,7,东西向
1室1厅,34.59,中层,7,西向
2室2厅,89.69,高层,28,南向
1室1厅,50.76,中层,10,西向
2室1厅,57.16,中层,7,西向
1室1厅,40.51,高层,7,南向
2室1厅,83.96,高层,7,南北向
3室2厅,146.06,高层,11,南向
2室1厅,52.36,低层,7,东西向
2室1厅,87.43,中层,33,南向
1室1厅,29.12,高层,8,南向
2室2厅,102.23,中层,11,东南向
1室1厅,35.37,低层,6,南向
1室2厅,93.58,高层,11,南向
1室1厅,39.56,中层,8,东向
3室1厅,123.51,低层,11,南北向
1室1厅,37.0,中层,6,东向
3室2厅,165.75,中层,5,南北向
2室1厅,90.19,高层,27,南北向
1室1厅,37.67,高层,8,西向
4室2厅,212.26,高层,28,南北向
2室1厅,63.89,高层,6,南北向
3室2厅,125.0,低层,24,南北向
2室1厅,112.2,中层,25,南北向
1室1厅,44.6,高层,7,东西向
2室1厅,48.58,中层,8,南向
2室2厅,89.39,中层,28,南北向
2室1厅,110.0,低层,7,南北向
3室2厅,89.57,顶层,5,南北向
2室1厅,138.31,高层,18,南向
4室2厅,223.19,高层,6,南北向
2室2厅,91.5,低层,7,南向
2室1厅,55.23,中层,14,北向
2室1厅,90.3,高层,27,南北向
3室2厅,146.31,高层,27,南北向
4室3厅,177.01,高层,5,南北向
3室1厅,133.65,低层,9,南北向
1室1厅,37.02,高层,7,东向
1室1厅,46.34,顶层,6,南北向
3室1厅,99.79,中层,14,南北向
2室1厅,64.75,低层,6,东西向
1室1厅,50.38,低层,10,南向
2室1厅,89.2,低层,28,南向
2室1厅,50.35,高层,7,东西向
2室2厅,93.24,高层,6,南北向
2室1厅,60.96,高层,8,南北向
1室1厅,49.01,中层,10,西向
3室1厅,137.33,中层,27,南北向
2室1厅,121.05,中层,12,南北向
1室1厅,51.65,低层,14,南向
3室2厅,131.01,低层,32,东南向
2室2厅,88.19,低层,27,南向
2室1厅,93.35,中层,6,南北向
2室1厅,61.8,中层,7,东西向
2室2厅,114.14,中层,19,南北向
4室2厅,171.0,高层,28,南北向
4室2厅,137.37,低层,7,南北向
2室1厅,70.16,低层,10,南北向
3室2厅,156.21,中层,33,南向
2室1厅,116.24,低层,25,南向
1室1厅,35.06,高层,8,北向
2室1厅,89.34,高层,28,南北向
1室1厅,32.46,高层,6,南向
2室2厅,119.84,中层,13,南北向
2室2厅,97.74,中层,7,南北向
2室1厅,101.45,高层,32,西南向
2室2厅,99.39,中层,6,南北向
2室1厅,104.69,中层,7,南北向
1室1厅,35.11,中层,8,西向
2室1厅,59.2,中层,6,南北向
3室1厅,123.5,高层,25,西南北向
2室1厅,58.59,中层,8,南北向
2室1厅,49.48,中层,10,北向
3室1厅,117.97,低层,19,南北向
2室2厅,89.61,高层,6,南北向
1室1厅,34.42,中层,8,东向
4室1厅,127.21,中层,7,南北向
2室1厅,111.3,低层,12,南向
2室1厅,55.05,中层,8,北向
1室1厅,49.01,中层,10,西向
2室1厅,49.66,低层,10,东向
2室2厅,118.46,中层,20,南北向
2室1厅,57.59,中层,8,南北向
2室1厅,69.71,低层,7,南北向
1室1厅,50.53,中层,10,南向
3室2厅,159.04,中层,11,南向
3室2厅,136.7,低层,30,南北向
1室1厅,36.65,高层,7,西向
3室2厅,97.03,低层,26,南北向
2室1厅,56.15,中层,7,西向
2室1厅,51.11,中层,7,东西向
2室1厅,54.75,高层,8,南北向
2室1厅,78.91,中层,7,南北向
2室1厅,73.51,中层,7,南北向
3室1厅,88.37,低层,10,东西向
2室1厅,37.03,中层,8,南北向
5室2厅,260.33,高层,23,南北向
1室1厅,48.71,低层,10,南向
3室2厅,164.16,中层,28,东南向
2室1厅,104.91,低层,6,南北向
1室1厅,36.79,高层,7,南向
2室1厅,55.48,高层,8,西向
2室1厅,64.28,中层,7,东西向
3室2厅,102.02,高层,7,南北向
3室2厅,143.76,高层,9,南北向
1室1厅,38.23,高层,7,南向
4室2厅,255.79,高层,31,南北向
2室2厅,112.69,低层,11,南北向
1室1厅,53.46,高层,14,北向
2室1厅,104.95,高层,6,南北向
2室1厅,41.28,中层,8,东向
1室1厅,61.01,中层,25,南向
2室1厅,58.44,中层,7,南向
2室1厅,102.97,高层,6,西北向
3室2厅,142.27,低层,16,南北向
1室1厅,40.88,低层,8,东向
1室1厅,50.99,低层,30,北向
1室1厅,42.77,中层,7,东向
2室1厅,90.49,低层,18,南北向
1室1厅,44.32,中层,6,南向
1室1厅,51.65,中层,14,南向
1室1厅,38.74,中层,7,东向
3室2厅,142.17,低层,27,南北向
2室1厅,36.13,高层,5,南北向
2室1厅,88.29,低层,27,南向
1室1厅,37.12,高层,8,南向
3室1厅,131.32,高层,22,南北向
3室2厅,156.0,低层,33,南北向
2室1厅,108.52,高层,11,南北向
2室2厅,89.34,高层,28,南北向
4室2厅,248.95,高层,19,西北向
2室1厅,49.35,中层,10,北向
3室1厅,141.86,低层,12,南北向
2室2厅,110.28,高层,7,南北向
2室1厅,69.94,低层,11,南北向
1室1厅,37.08,高层,8,南向
3室2厅,122.2,高层,11,南北向
1室1厅,39.73,中层,7,南向
2室1厅,41.2,高层,7,北向
3室1厅,99.79,高层,14,南北向
2室1厅,72.74,中层,10,南北向
1室1厅,37.02,中层,7,西向
2室1厅,81.18,高层,6,南向
1室1厅,38.06,中层,7,南向
1室1厅,39.85,中层,8,东向
2室1厅,115.51,中层,7,南向
1室1厅,35.17,中层,6,西向
1室1厅,48.83,低层,10,南向
1室1厅,65.92,低层,26,南北向
3室2厅,131.08,高层,11,南北向
1室1厅,51.65,高层,14,南向
1室1厅,62.95,低层,21,西向
3室2厅,133.92,低层,33,南北向
2室2厅,77.32,中层,6,东西向
3室2厅,181.75,中层,11,南北向
2室1厅,88.81,中层,26,北向
1室1厅,90.08,中层,11,南向
2室1厅,113.83,低层,11,南北向
2室1厅,99.22,低层,17,南北向
1室1厅,74.8,中层,31,南向
1室1厅,48.82,中层,22,南向
2室2厅,115.11,中层,7,南北向
1室1厅,38.5,高层,7,东向
2室1厅,76.16,中层,10,西向
2室2厅,88.81,中层,26,北向
2室1厅,56.27,中层,7,南北向
1室1厅,51.65,低层,14,南向
1室1厅,38.57,高层,8,东向
1室1厅,48.82,中层,22,南向
2室1厅,63.89,高层,6,南北向
1室1厅,48.71,低层,10,东向
2室1厅,101.33,低层,6,南北向
1室1厅,49.01,中层,10,南向
1室1厅,38.96,中层,8,南向
1室1厅,50.66,中层,10,南向
1室1厅,34.93,高层,7,西向
1室1厅,48.83,中层,10,南向
2室1厅,111.2,高层,6,南北向
1室1厅,43.83,高层,7,南向
2室1厅,49.39,顶层,6,南北向
1室1厅,35.53,高层,8,西向
1室1厅,49.01,中层,10,西向
2室1厅,81.23,中层,6,南北向
1室1厅,35.99,中层,8,东向
2室2厅,76.15,高层,6,南北向
2室1厅,79.86,低层,6,南北向
3室2厅,146.06,中层,11,南北向
2室1厅,49.85,中层,10,西向
2室1厅,54.1,中层,8,东向
1室1厅,36.8,高层,7,东南向
2室1厅,106.59,低层,13,东西向
2室1厅,68.85,中层,8,南北向
3室1厅,109.93,中层,6,南北向
2室1厅,87.43,低层,33,南向
1室1厅,34.87,中层,7,西向
1室1厅,48.51,中层,22,北向
2室1厅,101.29,高层,24,南向
3室2厅,144.3,中层,11,南北向
2室1厅,97.89,中层,7,南北向
2室1厅,66.42,低层,6,南北向
1室1厅,36.7,低层,7,南向
2室1厅,44.11,中层,5,南向
1室1厅,40.23,高层,7,南北向
4室2厅,172.29,低层,28,南北向
2室2厅,86.87,低层,18,南北向
2室1厅,93.43,高层,33,南北向
1室1厅,38.64,中层,8,西向
1室1厅,45.65,低层,6,南向
2室1厅,105.76,高层,18,南北向
1室1厅,35.06,中层,8,南向
2室1厅,50.56,高层,8,西向
2室1厅,58.07,顶层,6,西向
2室1厅,91.5,低层,7,南北向
2室1厅,112.12,中层,7,西南向
1室1厅,51.26,高层,20,西北向
4室2厅,173.4,中层,26,南北向
1室1厅,38.33,高层,8,东向
2室1厅,96.09,高层,29,南北向
1室1厅,50.53,中层,10,南向
1室1厅,25.43,中层,7,东向
2室2厅,84.16,中层,18,南北向
3室3厅,182.33,高层,7,南北向
1室1厅,60.34,中层,11,南北向
3室1厅,117.99,中层,5,南北向
1室2厅,93.58,高层,11,南向
1室1厅,49.2,低层,10,南向
1室1厅,24.17,中层,8,东向
2室1厅,41.8,中层,8,东向
1室1厅,50.09,中层,20,东南向
2室1厅,56.43,中层,8,东向
2室1厅,56.97,高层,6,南向
1室1厅,34.93,高层,7,西向
3室2厅,131.48,中层,28,南向
2室1厅,63.89,高层,6,南北向
2室1厅,74.54,低层,26,东南向
3室2厅,156.21,中层,33,南向
1室1厅,49.2,低层,10,南向
1室1厅,34.93,高层,7,西向
2室1厅,128.38,高层,32,西向
2室1厅,82.23,中层,27,西北向
1室1厅,43.02,高层,6,南向
1室1厅,46.41,高层,8,北向
2室1厅,76.34,高层,7,南向
1室1厅,23.23,高层,7,南北向
3室2厅,168.94,中层,15,南北向
