户型,面积,楼层,总楼层,走向
1室1厅,39.56㎡,高层,（共8层）,南向
1室1厅,24.17㎡,中层,（共8层）,东向
2室2厅,103.73㎡,高层,（共11层）,南北向
3室1厅,103.46㎡,中层,（共6层）,南北向
3室1厅,152.01㎡,中层,（共7层）,南北向
1室1厅,24.25㎡,低层,（共8层）,北向
2室2厅,117.54㎡,低层,（共10层）,南北向
1室1厅,48.55㎡,中层,（共7层）,南北向
3室2厅,232.26㎡,中层,（共31层）,南北向
1室1厅,77.99㎡,高层,（共26层）,南北向
4室2厅,223.19㎡,高层,（共6层）,南北向
1室1厅,51.65㎡,低层,（共14层）,南向
1室1厅,48.7㎡,中层,（共10层）,南向
2室1厅,89.01㎡,低层,（共33层）,南向
2室1厅,53.47㎡,高层,（共7层）,南向
4室1厅,205.75㎡,高层,（共11层）,南北向
1室1厅,54.01㎡,高层,（共30层）,北向
2室1厅,88.25㎡,高层,（共18层）,南北向
1室1厅,38.64㎡,高层,（共8层）,东向
3室2厅,146.73㎡,低层,（共22层）,南北向
1室1厅,34.86㎡,中层,（共6层）,西向
2室1厅,70.88㎡,低层,（共28层）,南向
2室1厅,82.48㎡,高层,（共7层）,南北向
2室1厅,110㎡,低层,（共7层）,南北向
2室1厅,62.32㎡,中层,（共7层）,东西向
1室1厅,34.59㎡,中层,（共7层）,西向
2室2厅,89.69㎡,高层,（共28层）,南向
1室1厅,50.76㎡,中层,（共10层）,西向
2室1厅,57.16㎡,中层,（共7层）,西向
1室1厅,40.51㎡,高层,（共7层）,南向
2室1厅,83.96㎡,高层,（共7层）,南北向
3室2厅,146.06㎡,高层,（共11层）,南向
2室1厅,52.36㎡,低层,（共7层）,东西向
2室1厅,87.43㎡,中层,（共33层）,南向
1室1厅,29.12㎡,高层,（共8层）,南向
2室2厅,102.23㎡,中层,（共11层）,东南向
1室1厅,35.37㎡,低层,（共6层）,南向
1室2厅,93.58㎡,高层,（共11层）,南向
1室1厅,39.56㎡,中层,（共8层）,东向
3室1厅,123.51㎡,低层,（共11层）,南北向
1室1厅,37㎡,中层,（共6层）,东向
3室2厅,165.75㎡,中层,（共5层）,南北向
2室1厅,90.19㎡,高层,（共27层）,南北向
1室1厅,37.67㎡,高层,（共8层）,西向
4室2厅,212.26㎡,高层,（共28层）,南北向
2室1厅,63.89㎡,高层,（共6层）,南北向
3室2厅,125㎡,低层,（共24层）,南北向
2室1厅,112.2㎡,中层,（共25层）,南北向
1室1厅,44.6㎡,高层,（共7层）,东西向
2室1厅,48.58㎡,中层,（共8层）,南向
2室2厅,89.39㎡,中层,（共28层）,南北向
2室1厅,110㎡,低层,（共7层）,南北向
3室2厅,89.57㎡,顶层,（共5层）,南北向
2室1厅,138.31㎡,高层,（共18层）,南向
4室2厅,223.19㎡,高层,（共6层）,南北向
2室2厅,91.5㎡,低层,（共7层）,南向
2室1厅,55.23㎡,中层,（共14层）,北向
2室1厅,90.3㎡,高层,（共27层）,南北向
3室2厅,146.31㎡,高层,（共27层）,南北向
4室3厅,177.01㎡,高层,（共5层）,南北向
3室1厅,133.65㎡,低层,（共9层）,南北向
1室1厅,37.02㎡,高层,（共7层）,东向
1室1厅,46.34㎡,顶层,（共6层）,南北向
3室1厅,99.79㎡,中层,（共14层）,南北向
2室1厅,64.75㎡,低层,（共6层）,东西向
1室1厅,50.38㎡,低层,（共10层）,南向
2室1厅,89.2㎡,低层,（共28层）,南向
2室1厅,50.35㎡,高层,（共7层）,东西向
2室2厅,93.24㎡,高层,（共6层）,南北向
2室1厅,60.96㎡,高层,（共8层）,南北向
1室1厅,49.01㎡,中层,（共10层）,西向
3室1厅,137.33㎡,中层,（共27层）,南北向
2室1厅,121.05㎡,中层,（共12层）,南北向
1室1厅,51.65㎡,低层,（共14层）,南向
3室2厅,131.01㎡,低层,（共32层）,东南向
2室2厅,88.19㎡,低层,（共27层）,南向
2室1厅,93.35㎡,中层,（共6层）,南北向
2室1厅,61.8㎡,中层,（共7层）,东西向
2室2厅,114.14㎡,中层,（共19层）,南北向
4室2厅,171㎡,高层,（共28层）,南北向
4室2厅,137.37㎡,低层,（共7层）,南北向
2室1厅,70.16㎡,低层,（共10层）,南北向
3室2厅,156.21㎡,中层,（共33层）,南向
2室1厅,116.24㎡,低层,（共25层）,南向
1室1厅,35.06㎡,高层,（共8层）,北向
2室1厅,89.34㎡,高层,（共28层）,南北向
1室1厅,32.46㎡,高层,（共6层）,南向
2室2厅,119.84㎡,中层,（共13层）,南北向
2室2厅,97.74㎡,中层,（共7层）,南北向
2室1厅,101.45㎡,高层,（共32层）,西南向
2室2厅,99.39㎡,中层,（共6层）,南北向
2室1厅,104.69㎡,中层,（共7层）,南北向
1室1厅,35.11㎡,中层,（共8层）,西向
2室1厅,59.2㎡,中层,（共6层）,南北向
3室1厅,123.5㎡,高层,（共25层）,西南北向
2室1厅,58.59㎡,中层,（共8层）,南北向
2室1厅,49.48㎡,中层,（共10层）,北向
3室1厅,117.97㎡,低层,（共19层）,南北向
2室2厅,89.61㎡,高层,（共6层）,南北向
1室1厅,34.42㎡,中层,（共8层）,东向
4室1厅,127.21㎡,中层,（共7层）,南北向
2室1厅,111.3㎡,低层,（共12层）,南向
2室1厅,55.05㎡,中层,（共8层）,北向
1室1厅,49.01㎡,中层,（共10层）,西向
2室1厅,49.66㎡,低层,（共10层）,东向
2室2厅,118.46㎡,中层,（共20层）,南北向
2室1厅,57.59㎡,中层,（共8层）,南北向
2室1厅,69.71㎡,低层,（共7层）,南北向
1室1厅,50.53㎡,中层,（共10层）,南向
3室2厅,159.04㎡,中层,（共11层）,南向
3室2厅,136.7㎡,低层,（共30层）,南北向
1室1厅,36.65㎡,高层,（共7层）,西向
3室2厅,97.03㎡,低层,（共26层）,南北向
2室1厅,56.15㎡,中层,（共7层）,西向
2室1厅,51.11㎡,中层,（共7层）,东西向
2室1厅,54.75㎡,高层,（共8层）,南北向
2室1厅,78.91㎡,中层,（共7层）,南北向
2室1厅,73.51㎡,中层,（共7层）,南北向
3室1厅,88.37㎡,低层,（共10层）,东西向
2室1厅,37.03㎡,中层,（共8层）,南北向
5室2厅,260.33㎡,高层,（共23层）,南北向
1室1厅,48.71㎡,低层,（共10层）,南向
3室2厅,164.16㎡,中层,（共28层）,东南向
2室1厅,104.91㎡,低层,（共6层）,南北向
1室1厅,36.79㎡,高层,（共7层）,南向
2室1厅,55.48㎡,高层,（共8层）,西向
2室1厅,64.28㎡,中层,（共7层）,东西向
3室2厅,102.02㎡,高层,（共7层）,南北向
3室2厅,143.76㎡,高层,（共9层）,南北向
1室1厅,38.23㎡,高层,（共7层）,南向
4室2厅,255.79㎡,高层,（共31层）,南北向
2室2厅,112.69㎡,低层,（共11层）,南北向
1室1厅,53.46㎡,高层,（共14层）,北向
2室1厅,104.95㎡,高层,（共6层）,南北向
2室1厅,41.28㎡,中层,（共8层）,东向
1室1厅,61.01㎡,中层,（共25层）,南向
2室1厅,58.44㎡,中层,（共7层）,南向
2室1厅,102.97㎡,高层,（共6层）,西北向
3室2厅,142.27㎡,低层,（共16层）,南北向
1室1厅,40.88㎡,低层,（共8层）,东向
1室1厅,50.99㎡,低层,（共30层）,北向
1室1厅,42.77㎡,中层,（共7层）,东向
2室1厅,90.49㎡,低层,（共18层）,南北向
1室1厅,44.32㎡,中层,（共6层）,南向
1室1厅,51.65㎡,中层,（共14层）,南向
1室1厅,38.74㎡,中层,（共7层）,东向
3室2厅,142.17㎡,低层,（共27层）,南北向
2室1厅,36.13㎡,高层,（共5层）,南北向
2室1厅,88.29㎡,低层,（共27层）,南向
1室1厅,37.12㎡,高层,（共8层）,南向
3室1厅,131.32㎡,高层,（共22层）,南北向
3室2厅,156㎡,低层,（共33层）,南北向
2室1厅,108.52㎡,高层,（共11层）,南北向
2室2厅,89.34㎡,高层,（共28层）,南北向
4室2厅,248.95㎡,高层,（共19层）,西北向
2室1厅,49.35㎡,中层,（共10层）,北向
3室1厅,141.86㎡,低层,（共12层）,南北向
2室2厅,110.28㎡,高层,（共7层）,南北向
2室1厅,69.94㎡,低层,（共11层）,南北向
1室1厅,37.08㎡,高层,（共8层）,南向
3室2厅,122.2㎡,高层,（共11层）,南北向
1室1厅,39.73㎡,中层,（共7层）,南向
2室1厅,41.2㎡,高层,（共7层）,北向
3室1厅,99.79㎡,高层,（共14层）,南北向
2室1厅,72.74㎡,中层,（共10层）,南北向
1室1厅,37.02㎡,中层,（共7层）,西向
2室1厅,81.18㎡,高层,（共6层）,南向
1室1厅,38.06㎡,中层,（共7层）,南向
1室1厅,39.85㎡,中层,（共8层）,东向
2室1厅,115.51㎡,中层,（共7层）,南向
1室1厅,35.17㎡,中层,（共6层）,西向
1室1厅,48.83㎡,低层,（共10层）,南向
1室1厅,65.92㎡,低层,（共26层）,南北向
3室2厅,131.08㎡,高层,（共11层）,南北向
1室1厅,51.65㎡,高层,（共14层）,南向
1室1厅,62.95㎡,低层,（共21层）,西向
3室2厅,133.92㎡,低层,（共33层）,南北向
2室2厅,77.32㎡,中层,（共6层）,东西向
3室2厅,181.75㎡,中层,（共11层）,南北向
2室1厅,88.81㎡,中层,（共26层）,北向
1室1厅,90.08㎡,中层,（共11层）,南向
2室1厅,113.83㎡,低层,（共11层）,南北向
2室1厅,99.22㎡,低层,（共17层）,南北向
1室1厅,74.8㎡,中层,（共31层）,南向
1室1厅,48.82㎡,中层,（共22层）,南向
2室2厅,115.11㎡,中层,（共7层）,南北向
1室1厅,38.5㎡,高层,（共7层）,东向
2室1厅,76.16㎡,中层,（共10层）,西向
2室2厅,88.81㎡,中层,（共26层）,北向
2室1厅,56.27㎡,中层,（共7层）,南北向
1室1厅,51.65㎡,低层,（共14层）,南向
1室1厅,38.57㎡,高层,（共8层）,东向
1室1厅,48.82㎡,中层,（共22层）,南向
2室1厅,63.89㎡,高层,（共6层）,南北向
1室1厅,48.71㎡,低层,（共10层）,东向
2室1厅,101.33㎡,低层,（共6层）,南北向
1室1厅,49.01㎡,中层,（共10层）,南向
1室1厅,38.96㎡,中层,（共8层）,南向
1室1厅,50.66㎡,中层,（共10层）,南向
1室1厅,34.93㎡,高层,（共7层）,西向
1室1厅,48.83㎡,中层,（共10层）,南向
2室1厅,111.2㎡,高层,（共6层）,南北向
1室1厅,43.83㎡,高层,（共7层）,南向
2室1厅,49.39㎡,顶层,（共6层）,南北向
1室1厅,35.53㎡,高层,（共8层）,西向
1室1厅,49.01㎡,中层,（共10层）,西向
2室1厅,81.23㎡,中层,（共6层）,南北向
1室1厅,35.99㎡,中层,（共8层）,东向
2室2厅,76.15㎡,高层,（共6层）,南北向
2室1厅,79.86㎡,低层,（共6层）,南北向
3室2厅,146.06㎡,中层,（共11层）,南北向
2室1厅,49.85㎡,中层,（共10层）,西向
2室1厅,54.1㎡,中层,（共8层）,东向
1室1厅,36.8㎡,高层,（共7层）,东南向
2室1厅,106.59㎡,低层,（共13层）,东西向
2室1厅,68.85㎡,中层,（共8层）,南北向
3室1厅,109.93㎡,中层,（共6层）,南北向
2室1厅,87.43㎡,低层,（共33层）,南向
1室1厅,34.87㎡,中层,（共7层）,西向
1室1厅,48.51㎡,中层,（共22层）,北向
2室1厅,101.29㎡,高层,（共24层）,南向
3室2厅,144.3㎡,中层,（共11层）,南北向
2室1厅,97.89㎡,中层,（共7层）,南北向
2室1厅,66.42㎡,低层,（共6层）,南北向
1室1厅,36.7㎡,低层,（共7层）,南向
2室1厅,44.11㎡,中层,（共5层）,南向
1室1厅,40.23㎡,高层,（共7层）,南北向
4室2厅,172.29㎡,低层,（共28层）,南北向
2室2厅,86.87㎡,低层,（共18层）,南北向
2室1厅,93.43㎡,高层,（共33层）,南北向
1室1厅,38.64㎡,中层,（共8层）,西向
1室1厅,45.65㎡,低层,（共6层）,南向
2室1厅,105.76㎡,高层,（共18层）,南北向
1室1厅,35.06㎡,中层,（共8层）,南向
2室1厅,50.56㎡,高层,（共8层）,西向
2室1厅,58.07㎡,顶层,（共6层）,西向
2室1厅,91.5㎡,低层,（共7层）,南北向
2室1厅,112.12㎡,中层,（共7层）,西南向
1室1厅,51.26㎡,高层,（共20层）,西北向
4室2厅,173.4㎡,中层,（共26层）,南北向
1室1厅,38.33㎡,高层,（共8层）,东向
2室1厅,96.09㎡,高层,（共29层）,南北向
1室1厅,50.53㎡,中层,（共10层）,南向
1室1厅,25.43㎡,中层,（共7层）,东向
2室2厅,84.16㎡,中层,（共18层）,南北向
3室3厅,182.33㎡,高层,（共7层）,南北向
1室1厅,60.34㎡,中层,（共11层）,南北向
3室1厅,117.99㎡,中层,（共5层）,南北向
1室2厅,93.58㎡,高层,（共11层）,南向
1室1厅,49.2㎡,低层,（共10层）,南向
1室1厅,24.17㎡,中层,（共8层）,东向
2室1厅,41.8㎡,中层,（共8层）,东向
1室1厅,50.09㎡,中层,（共20层）,东南向
2室1厅,56.43㎡,中层,（共8层）,东向
2室1厅,56.97㎡,高层,（共6层）,南向
1室1厅,34.93㎡,高层,（共7层）,西向
3室2厅,131.48㎡,中层,（共28层）,南向
2室1厅,63.89㎡,高层,（共6层）,南北向
2室1厅,74.54㎡,低层,（共26层）,东南向
3室2厅,156.21㎡,中层,（共33层）,南向
1室1厅,49.2㎡,低层,（共10层）,南向
1室1厅,34.93㎡,高层,（共7层）,西向
2室1厅,128.38㎡,高层,（共32层）,西向
2室1厅,82.23㎡,中层,（共27层）,西北向
1室1厅,43.02㎡,高层,（共6层）,南向
1室1厅,46.41㎡,高层,（共8层）,北向
2室1厅,76.34㎡,高层,（共7层）,南向
1室1厅,23.23㎡,高层,（共7层）,南北向
3室2厅,168.94㎡,中层,（共15层）,南北向
2室1厅,106.36㎡,高层,（共11层）,南向
2室1厅,54.1㎡,中层,（共8层）,南向
1室1厅,32.76㎡,中层,（共7层）,东向
1室1厅,35.99㎡,中层,（共8层）,东向
2室2厅,90.3㎡,中层,（共27层）,南向
1室1厅,34.31㎡,高层,（共8层）,南向
3室2厅,128.26㎡,高层,（共6层）,南北向
2室1厅,63.55㎡,高层,（共8层）,东西向
2室1厅,84.58㎡,高层,（共6层）,南北向
1室1厅,68.5㎡,高层,（共6层）,南向
2室1厅,107.54㎡,高层,（共25层）,南北向
2室1厅,54.1㎡,中层,（共8层）,西向
2室1厅,78.33㎡,中层,（共6层）,南北向
2室1厅,59.13㎡,高层,（共5层）,西北向
1室1厅,36.85㎡,中层,（共8层）,东向
2室1厅,72.76㎡,高层,（共6层）,南向
1室1厅,49.01㎡,高层,（共10层）,南向
4室1厅,159.39㎡,中层,（共5层）,南北向
2室1厅,58.13㎡,高层,（共7层）,东西向
1室1厅,37.55㎡,中层,（共8层）,西向
2室2厅,96.09㎡,中层,（共29层）,南北向
1室1厅,51.65㎡,低层,（共14层）,南向
3室1厅,122.27㎡,低层,（共11层）,南北向
2室2厅,103㎡,中层,（共11层）,南北向
2室2厅,110.98㎡,高层,（共28层）,南北向
3室2厅,155.67㎡,中层,（共10层）,南北向
4室2厅,184.79㎡,高层,（共22层）,南北向
1室1厅,35.9㎡,中层,（共7层）,东向
2室1厅,79.32㎡,中层,（共7层）,南北向
2室2厅,132.96㎡,中层,（共25层）,南北向
2室1厅,54.1㎡,高层,（共8层）,西向
4室2厅,218.29㎡,中层,（共9层）,南北向
1室1厅,49.2㎡,高层,（共10层）,南向
1室1厅,55.92㎡,中层,（共14层）,北向
1室1厅,33.75㎡,低层,（共7层）,北向
1室1厅,49.2㎡,中层,（共10层）,西向
4室2厅,173.34㎡,低层,（共27层）,南北向
2室1厅,88.05㎡,低层,（共26层）,南向
2室1厅,70.5㎡,中层,（共6层）,南北向
2室1厅,62.95㎡,高层,（共5层）,西南向
3室2厅,136.55㎡,中层,（共17层）,北向
3室2厅,176.06㎡,低层,（共28层）,南北向
2室1厅,31.54㎡,中层,（共6层）,南北向
1室1厅,49.01㎡,中层,（共10层）,西向
1室1厅,40.56㎡,中层,（共8层）,西南向
2室1厅,89.01㎡,低层,（共26层）,南北向
2室1厅,107.54㎡,高层,（共25层）,南北向
2室1厅,91.55㎡,低层,（共6层）,南北向
2室1厅,84.7㎡,高层,（共6层）,南北向
2室1厅,87.51㎡,低层,（共7层）,南北向
1室1厅,53.17㎡,中层,（共7层）,南向
2室1厅,55.64㎡,中层,（共8层）,西向
2室2厅,99.41㎡,高层,（共19层）,南北向
3室2厅,90㎡,高层,（共11层）,南北向
2室1厅,56.43㎡,中层,（共8层）,东向
3室1厅,122.27㎡,低层,（共11层）,南北向
1室1厅,51.65㎡,低层,（共14层）,南向
2室1厅,95.38㎡,高层,（共11层）,南向
3室2厅,143.72㎡,中层,（共11层）,南向
1室1厅,35.31㎡,中层,（共6层）,北向
2室1厅,45.75㎡,中层,（共7层）,西北向
2室2厅,88.67㎡,低层,（共26层）,南北向
2室1厅,59.19㎡,高层,（共7层）,南北向
2室1厅,113.83㎡,中层,（共11层）,南北向
1室1厅,37.96㎡,高层,（共7层）,东向
2室1厅,49.48㎡,中层,（共10层）,北向
1室1厅,57.99㎡,高层,（共30层）,北向
3室2厅,129.01㎡,低层,（共33层）,南向
2室2厅,93.7㎡,高层,（共6层）,南北向
2室2厅,110.15㎡,中层,（共7层）,南北向
2室1厅,48.69㎡,中层,（共8层）,东向
2室1厅,90.78㎡,中层,（共18层）,南北向
2室1厅,66㎡,中层,（共5层）,南向
3室2厅,147.43㎡,低层,（共27层）,南北向
2室1厅,124.29㎡,中层,（共25层）,南北向
1室2厅,93.58㎡,高层,（共11层）,南向
1室1厅,38.05㎡,中层,（共7层）,南向
3室2厅,146.01㎡,中层,（共28层）,南北向
3室2厅,146.73㎡,低层,（共22层）,南北向
1室1厅,36.11㎡,中层,（共8层）,东向
2室1厅,79.4㎡,高层,（共6层）,南北向
1室1厅,34.87㎡,中层,（共7层）,东向
2室1厅,94.56㎡,高层,（共6层）,南北向
1室1厅,49.14㎡,低层,（共6层）,南向
2室1厅,51.08㎡,中层,（共8层）,南向
1室2厅,37.17㎡,低层,（共6层）,南向
1室1厅,44.68㎡,高层,（共7层）,东向
3室2厅,137.26㎡,低层,（共33层）,南北向
3室2厅,223.19㎡,中层,（共6层）,西北向
1室1厅,51.65㎡,低层,（共14层）,南向
2室1厅,55.97㎡,高层,（共8层）,南北向
2室1厅,92.7㎡,低层,（共6层）,南北向
2室1厅,56.79㎡,低层,（共6层）,东向
2室1厅,79.32㎡,中层,（共7层）,南北向
1室1厅,49.2㎡,高层,（共10层）,东向
3室1厅,132.96㎡,高层,（共28层）,南向
2室1厅,56.92㎡,中层,（共8层）,东西向
3室2厅,210.4㎡,高层,（共10层）,南北向
2室1厅,49.34㎡,低层,（共10层）,北向
2室1厅,68.93㎡,高层,（共6层）,南向
1室1厅,39.85㎡,中层,（共8层）,东向
2室2厅,131.15㎡,中层,（共6层）,南北向
2室1厅,49.39㎡,顶层,（共6层）,南北向
1室1厅,73.23㎡,中层,（共17层）,南向
3室2厅,161.56㎡,低层,（共6层）,南北向
3室2厅,121.94㎡,低层,（共12层）,南向
2室1厅,142.88㎡,高层,（共7层）,北向
2室1厅,61.72㎡,低层,（共8层）,北向
3室1厅,108.41㎡,中层,（共7层）,南向
2室1厅,65.65㎡,低层,（共6层）,南向
1室1厅,38.71㎡,中层,（共6层）,西向
2室1厅,107.48㎡,中层,（共29层）,南北向
3室2厅,131.43㎡,中层,（共7层）,南北向
2室1厅,149.59㎡,中层,（共5层）,南北向
1室1厅,24.89㎡,中层,（共8层）,西向
1室1厅,50.25㎡,高层,（共10层）,北向
3室2厅,135.58㎡,中层,（共12层）,东南向
1室1厅,30.27㎡,高层,（共6层）,南向
2室1厅,68.63㎡,中层,（共14层）,南向
2室1厅,63.36㎡,高层,（共5层）,南北向
2室2厅,99.24㎡,高层,（共6层）,南北向
2室1厅,41.28㎡,中层,（共8层）,东向
1室1厅,38.8㎡,中层,（共7层）,西北向
3室2厅,137.11㎡,顶层,（共7层）,东西向
2室2厅,103.41㎡,中层,（共6层）,南北向
1室1厅,50.35㎡,低层,（共22层）,南向
2室2厅,104.41㎡,高层,（共11层）,南北向
1室1厅,35.31㎡,中层,（共6层）,北向
1室1厅,21.74㎡,低层,（共8层）,西向
2室2厅,39.16㎡,高层,（共8层）,东向
1室1厅,49.2㎡,高层,（共10层）,南向
2室1厅,91.94㎡,中层,（共19层）,南北向
2室1厅,115.28㎡,低层,（共23层）,南向
1室1厅,33.97㎡,中层,（共7层）,东向
2室1厅,99.88㎡,低层,（共18层）,南北向
2室1厅,55.23㎡,高层,（共14层）,北向
2室1厅,47.7㎡,高层,（共6层）,西北向
2室1厅,57.28㎡,高层,（共6层）,西南向
3室2厅,238.43㎡,低层,（共45层）,南北向
3室2厅,117㎡,中层,（共26层）,南向
2室1厅,57.07㎡,高层,（共7层）,南北向
2室2厅,97.44㎡,顶层,（共6层）,南向
1室1厅,93.58㎡,高层,（共11层）,南北向
2室1厅,83.49㎡,高层,（共6层）,东西向
3室2厅,223.38㎡,中层,（共12层）,南北向
3室2厅,165.98㎡,低层,（共57层）,南向
4室1厅,177.86㎡,中层,（共6层）,南北向
2室1厅,49.85㎡,中层,（共10层）,东向
2室1厅,71㎡,高层,（共11层）,南北向
4室2厅,183.61㎡,高层,（共11层）,南北向
2室1厅,57.3㎡,低层,（共6层）,南向
2室1厅,82.13㎡,顶层,（共25层）,南向
2室1厅,90.27㎡,中层,（共9层）,南向
2室2厅,75.67㎡,低层,（共10层）,东西向
3室1厅,89㎡,高层,（共18层）,南北向
3室2厅,122.97㎡,低层,（共22层）,南北向
3室2厅,140.14㎡,高层,（共24层）,南北向
3室2厅,154㎡,中层,（共9层）,南北向
2室1厅,58.6㎡,低层,（共6层）,南北向
2室2厅,124.47㎡,高层,（共15层）,东西向
2室1厅,104.62㎡,高层,（共6层）,南北向
3室2厅,101.95㎡,高层,（共6层）,南北向
3室1厅,128.49㎡,中层,（共11层）,西北向
2室1厅,122.24㎡,中层,（共11层）,南北向
2室1厅,73.58㎡,高层,（共7层）,东向
2室2厅,98.39㎡,中层,（共56层）,南向
3室2厅,167.81㎡,中层,（共7层）,南北向
3室2厅,144㎡,高层,（共22层）,南向
2室1厅,84.42㎡,顶层,（共6层）,南北向
3室2厅,110.86㎡,高层,（共17层）,南向
3室2厅,143.11㎡,高层,（共10层）,南北向
2室1厅,113.83㎡,中层,（共11层）,南北向
2室1厅,93.79㎡,顶层,（共6层）,西南向
1室1厅,65㎡,低层,（共12层）,南向
2室1厅,96㎡,高层,（共23层）,南向
2室2厅,112㎡,中层,（共4层）,南北向
2室1厅,105㎡,高层,（共7层）,南北向
3室2厅,92.22㎡,中层,（共30层）,南北向
3室2厅,137.96㎡,低层,（共8层）,南北向
2室1厅,113.83㎡,高层,（共11层）,南北向
2室2厅,124.47㎡,中层,（共15层）,东西向
2室2厅,93.2㎡,顶层,（共28层）,南北向
3室2厅,160.09㎡,中层,（共21层）,南北向
2室1厅,70.89㎡,中层,（共6层）,南北向
2室1厅,113.83㎡,低层,（共11层）,南北向
2室2厅,91.38㎡,中层,（共27层）,南向
3室2厅,157.48㎡,中层,（共18层）,南北向
2室2厅,108.2㎡,高层,（共6层）,西向
2室1厅,58.51㎡,中层,（共6层）,南北向
3室2厅,168.62㎡,中层,（共11层）,南北向
2室1厅,106.59㎡,中层,（共13层）,西向
4室2厅,258.07㎡,高层,（共31层）,南北向
2室1厅,107.86㎡,顶层,（共6层）,南北向
1室1厅,34.34㎡,高层,（共6层）,北向
2室1厅,55.91㎡,高层,（共7层）,南北向
2室2厅,85.72㎡,中层,（共53层）,东向
3室1厅,75.41㎡,顶层,（共6层）,南北向
2室1厅,79.71㎡,中层,（共21层）,东向
3室2厅,179.25㎡,高层,（共22层）,南北向
1室1厅,34.59㎡,高层,（共7层）,东向
1室1厅,35.41㎡,低层,（共7层）,东向
2室1厅,81.67㎡,高层,（共6层）,南北向
1室1厅,36.73㎡,高层,（共6层）,东向
2室1厅,65.29㎡,中层,（共6层）,南北向
4室2厅,230.21㎡,高层,（共27层）,西北向
4室2厅,290.19㎡,中层,（共33层）,南北向
2室1厅,63.92㎡,高层,（共7层）,东南向
3室2厅,124.6㎡,低层,（共6层）,南北向
1室1厅,43.5㎡,中层,（共6层）,东向
1室1厅,44.15㎡,高层,（共6层）,东向
2室1厅,80.97㎡,高层,（共7层）,南北向
2室1厅,74.43㎡,中层,（共6层）,南北向
2室1厅,92.86㎡,高层,（共33层）,南向
3室2厅,192.34㎡,高层,（共19层）,西北向
1室1厅,42.93㎡,高层,（共7层）,东西向
3室2厅,106.71㎡,中层,（共25层）,南北向
4室2厅,224.13㎡,低层,（共31层）,南北向
3室2厅,105.11㎡,低层,（共7层）,南北向
2室1厅,80.27㎡,低层,（共22层）,东北向
3室2厅,101.27㎡,低层,（共8层）,南北向
2室1厅,62.95㎡,低层,（共21层）,西南向
2室1厅,59.7㎡,高层,（共6层）,南北向
2室1厅,102.97㎡,顶层,（共6层）,东北向
3室2厅,125.53㎡,中层,（共6层）,南北向
3室2厅,126.04㎡,中层,（共18层）,西南向
2室1厅,92.97㎡,高层,（共33层）,南北向
3室1厅,114.91㎡,中层,（共6层）,南北向
4室2厅,298.75㎡,中层,（共25层）,南北向
2室2厅,156.06㎡,低层,（共30层）,南北向
4室2厅,186.52㎡,高层,（共30层）,南北向
3室1厅,151.63㎡,低层,（共22层）,南向
1室1厅,56.43㎡,低层,（共18层）,南向
3室2厅,148.53㎡,低层,（共6层）,南北向
2室1厅,98.36㎡,高层,（共31层）,南向
3室2厅,141.05㎡,低层,（共6层）,南北向
4室2厅,238.43㎡,低层,（共45层）,南北向
3室1厅,104.35㎡,低层,（共17层）,南向
2室1厅,54.65㎡,中层,（共7层）,南北向
2室2厅,96.52㎡,中层,（共6层）,南北向
2室1厅,60.17㎡,中层,（共7层）,南北向
2室2厅,83.22㎡,中层,（共27层）,南向
2室2厅,129.18㎡,高层,（共11层）,南北向
2室1厅,59.64㎡,中层,（共8层）,南北向
3室2厅,116.48㎡,低层,（共17层）,西南向
3室2厅,136.39㎡,高层,（共22层）,西南向
2室1厅,76.55㎡,顶层,（共6层）,南北向
2室1厅,71.12㎡,高层,（共6层）,南北向
2室1厅,106.88㎡,中层,（共9层）,南向
3室2厅,101.66㎡,高层,（共8层）,南北向
2室2厅,110.61㎡,高层,（共9层）,南北向
4室1厅,102.06㎡,中层,（共4层）,南北向
3室2厅,160.37㎡,高层,（共6层）,南北向
3室2厅,121.3㎡,高层,（共7层）,南北向
3室2厅,130㎡,中层,（共11层）,南北向
2室1厅,52.36㎡,低层,（共7层）,东西向
2室1厅,59.03㎡,高层,（共7层）,南北向
2室1厅,93.33㎡,高层,（共33层）,南向
3室2厅,103㎡,高层,（共6层）,南北向
2室1厅,83.64㎡,顶层,（共6层）,南北向
2室2厅,77.28㎡,低层,（共25层）,南向
3室2厅,153.52㎡,低层,（共9层）,南北向
2室1厅,99.79㎡,低层,（共13层）,南北向
4室2厅,182.34㎡,高层,（共18层）,南北向
4室2厅,256.09㎡,高层,（共36层）,南北向
2室1厅,66.71㎡,中层,（共8层）,南北向
1室1厅,38.35㎡,高层,（共6层）,南向
2室2厅,103.94㎡,低层,（共15层）,南北向
1室1厅,38.74㎡,低层,（共7层）,南向
2室1厅,93.69㎡,中层,（共33层）,南北向
3室1厅,89.42㎡,低层,（共16层）,南北向
3室1厅,121.84㎡,低层,（共7层）,南北向
3室2厅,228.8㎡,高层,（共27层）,南北向
3室2厅,105.79㎡,低层,（共6层）,南北向
2室1厅,110.39㎡,高层,（共6层）,南北向
2室1厅,92.09㎡,低层,（共26层）,南向
2室1厅,102.43㎡,低层,（共6层）,南北向
2室2厅,88㎡,高层,（共30层）,南向
3室2厅,99.48㎡,高层,（共24层）,南北向
